,Title,Published_date,Views,Likes,Comments,Category
964,Samsung S25 Ultra vs iPhone 16 Pro Max Camera Battle,2025-01-26T16:07:09Z,3762961,115568,7687,Science & Technology
965,I tested the $2000 RTX 5090 Graphics Card,2025-01-23T14:03:22Z,4672303,133100,6907,Science & Technology
966,Samsung S25 Ultra Hands On - The New Era,2025-01-22T18:00:32Z,5211851,173393,11103,Science & Technology
967,6 Most CURSED Gadgets!,2025-01-20T14:37:10Z,3023035,193719,613,Science & Technology
968,The Most Idiot-Proof Drone Ever,2025-01-14T13:00:45Z,1623213,92015,670,Science & Technology
969,These iPhone Tricks Will Change Your Life,2025-01-13T19:21:31Z,2229239,139900,965,Science & Technology
970,Which $0 Phone Case Wins?,2025-01-12T16:21:06Z,1619905,112112,788,Science & Technology
971,I built the Dream Studio,2025-01-11T13:48:38Z,3073395,141637,9358,Science & Technology
972,Asking My AI Glasses Harder and Harder Questions #raybanmeta,2025-01-10T18:53:57Z,1892801,135837,598,Science & Technology
973,I built the Dream Smart Garden,2025-01-05T12:00:00Z,3066392,106574,5179,Science & Technology
974,The DJI Air 3S Has A Secret,2024-12-31T00:37:54Z,1595137,98999,639,Science & Technology
975,I built the Dream Smart Home Gym,2024-12-28T14:06:43Z,2984919,101713,4552,Science & Technology
976,I built the Dream Smart Kitchen,2024-12-21T13:35:57Z,4544985,136821,7426,Science & Technology
977,The INSANE Tech behind MrBeast’s Biggest Video Ever,2024-12-19T17:00:00Z,4711788,167452,6167,Science & Technology
978,Most Futuristic Christmas Tree!,2024-12-18T17:05:02Z,1730151,118669,763,Science & Technology
979,I tested the 14 most OVERKILL Smartphone Gadgets,2024-12-16T12:26:27Z,3334636,88848,2862,Science & Technology
980,The Most CUSTOMISABLE Phone Case!,2024-12-10T19:11:17Z,4147606,296016,1365,Science & Technology
981,I built the Dream Smart Bedroom!,2024-12-07T12:13:18Z,3765598,123817,6256,Science & Technology
982,I built the Dream Office Setup!,2024-11-30T15:57:36Z,3949641,143004,5864,Science & Technology
983,Smartest Robot Vacuum EVER,2024-11-29T19:12:54Z,697283,46209,424,Science & Technology
984,The BEST Smartphones of 2024!,2024-11-29T11:13:15Z,4871507,169426,11071,Science & Technology
985,Can you hear this!?,2024-11-28T17:58:05Z,6764678,470914,15316,Science & Technology
986,I built the DREAM Smart Living Room!,2024-11-24T12:02:59Z,4908354,164103,8013,Science & Technology
987,They put AI...into a Lamp...,2024-11-22T21:23:14Z,916946,53332,666,Science & Technology
988,I bought every iPad EVER!,2024-11-22T10:54:37Z,4523108,139005,6393,Science & Technology
989,I built the DREAM Gaming Setup!,2024-11-16T12:17:23Z,4451358,194104,8733,Science & Technology
990,The Smallest Microscope in the World!,2024-11-15T18:39:16Z,13444093,738559,2255,Science & Technology
991,I tested the Craziest Xiaomi Gadgets!,2024-11-13T12:04:54Z,10644064,274011,10404,Science & Technology
992,I bought my Dream House!,2024-11-09T12:23:29Z,4043794,209196,11547,Science & Technology
993,My last video here,2024-11-02T12:14:44Z,4905258,357101,25379,Science & Technology
994,I bought the most BEAUTIFUL Phones on the Internet!,2024-10-30T12:47:44Z,4856361,155829,6789,Science & Technology
995,The TRIPLE FOLDING phone has a Problem.,2024-10-26T14:06:50Z,4560937,124763,6509,Science & Technology
996,13 Most EMBARRASSING Tech Fails of all time.,2024-10-19T12:06:19Z,4680424,141964,5128,Science & Technology
997,Controlling a Bird With My Phone,2024-10-16T12:33:10Z,4685447,276681,1345,Science & Technology
998,Why Google Search is Falling Apart.,2024-10-12T11:47:29Z,4100638,198723,16250,Science & Technology
999,5 Most BIZARRE Pokemon Gadgets,2024-10-08T12:28:42Z,2097543,126777,0,Science & Technology
1000,States of matter | Middle school chemistry | Khan Academy,2025-03-12T07:00:27Z,3747,119,0,Education
1001,"""This is a tool they should be trying!""",2025-03-11T01:16:15Z,2762,85,1,Education
1002,Temperature and Celsius | Middle school chemistry | Khan Academy,2025-03-05T08:00:30Z,4505,140,0,Education
1003,How to use the Khan Academy Writing Coach,2025-03-05T00:08:53Z,6937,141,8,Education
1004,📝 Khan Academy Writing Coach is now FREE ✨,2025-02-27T18:47:16Z,2546,96,7,Education
1005,Click the link in the description to grab your free activities!,2025-02-26T15:42:50Z,5064,131,1,Education
1006,Physical changes | Middle school chemistry | Khan Academy,2025-02-26T08:00:42Z,3202,66,0,Education
1007,Closing Math Gaps with AI,2025-02-25T22:02:37Z,4911,45,4,Education
1008,Fall In Love With Writing,2025-02-25T21:54:25Z,4866,196,5,Education
1009,SAT Prep Strategies,2025-02-25T17:32:33Z,2364,56,0,Education
1010,Closing Science Gaps with AI,2025-02-25T17:32:25Z,1436,27,1,Education
1011,"We have free, ready-to-use science activities to make learning interactive & engaging. Download now!",2025-02-21T14:00:39Z,6344,176,1,Education
1012,Using The 5 Ws and the Bonus H to make summaries | Reading | Khan Academy,2025-02-20T15:22:40Z,5792,208,0,Education
1013,Physical properties | Middle school chemistry | Khan Academy,2025-02-19T08:00:29Z,4425,110,0,Education
1014,Lesson planning just got easier! The Khanmigo upgrade you've been asking for!,2025-02-18T18:09:35Z,1834,65,1,Education
1015,Miss Clarke is making learning fun and interactive with Khanmigo and @blooket7572 ! 🎉,2025-02-14T17:22:02Z,3033,66,1,Education
1016,Using context clues to determine the meaning of a word | Reading | Khan Academy,2025-02-12T16:58:56Z,6587,126,0,Education
1017,How to make inferences | Reading | Khan Academy,2025-02-12T16:39:01Z,3545,111,0,Education
1018,Types of mixtures | Middle school chemistry | Khan Academy,2025-02-12T08:00:54Z,3021,87,0,Education
1019,Properties of homogeneous mixtures | Middle school chemistry | Khan Academy,2025-02-12T08:00:48Z,2662,76,0,Education
1020,"Molecules, crystals, and diatomic elements | Middle school chemistry | Khan Academy",2025-02-05T08:00:48Z,7243,205,0,Education
1021,Using word parts to determine meaning | Reading | 5th Grade | Khan Academy,2025-02-03T17:58:51Z,5759,132,0,Education
1022,Compounds and chemical formulas | Middle school chemistry | Khan Academy,2025-01-29T08:00:03Z,7975,187,0,Education
1023,The periodic table | Middle school chemistry | Khan Academy,2025-01-22T08:00:15Z,12457,307,0,Education
1024,Introducing Blooket Generator! A New Partnership Between Khan Academy & Blooket.,2025-01-17T21:52:24Z,10532,187,14,Education
1025,Rhetorical devices and appeals | Reading | Khan Academy,2025-01-17T17:46:30Z,13277,230,11,Education
1026,Supporting an inference with logical reasoning and evidence | Reading | Khan Academy,2025-01-15T16:23:47Z,6396,99,16,Education
1027,Archaeology | Vocabulary | Khan Academy,2025-01-15T13:24:11Z,2290,35,0,Education
1028,Contemporary  | Vocabulary | Khan Academy,2025-01-15T13:23:18Z,2328,41,0,Education
1029,Authentic | Vocabulary | Khan Academy,2025-01-15T13:23:15Z,3694,63,0,Education
1030,Deception | Vocabulary | Khan Academy,2025-01-15T13:22:44Z,1705,37,0,Education
1031,Atoms | Middle school chemistry | Khan Academy,2025-01-15T08:00:28Z,6223,148,0,Education
1032,Analyzing the presentation of ideas | Reading | Khan Academy,2025-01-14T22:38:51Z,3220,52,4,Education
1033,Drama elements | Reading | Khan Academy,2025-01-14T22:06:28Z,2272,34,0,Education
1034,Poetry structures | Reading | Khan Academy,2025-01-14T22:06:24Z,3048,51,0,Education
1035,The value of historical context | Reading | Khan Academy,2025-01-14T22:03:14Z,2229,57,1,Education
1036,Similarities and differences: different accounts of the same topic | Reading | Khan Academy,2025-01-14T21:53:43Z,1316,19,0,Education
1037,Similarities and differences: primary and secondary sources | Reading | Khan Academy,2025-01-14T21:52:43Z,1475,23,1,Education
1038,Analyzing relationships in informational texts | Reading | Khan Academy,2025-01-14T21:21:52Z,1501,24,1,Education
1039,Analyzing visual evidence (and vampires) | Reading | Khan Academy,2025-01-14T21:10:25Z,1525,27,0,Education
1040,"Identifying ""hidden"" viewpoints | Reading | Khan Academy",2025-01-14T21:05:50Z,3216,104,5,Education
1041,How parts of an argument make a whole | Reading | Khan Academy,2025-01-14T20:37:14Z,2196,56,5,Education
1042,Choosing the best text evidence | Reading | Khan Academy,2025-01-14T19:43:20Z,4357,80,6,Education
1043,Introduction to middle school chemistry | Middle school chemistry | Khan Academy,2025-01-08T08:00:36Z,7564,178,0,Education
1044,Elements | Middle school chemistry | Khan Academy,2025-01-08T08:00:29Z,7226,176,0,Education
1045,Rhode Island and Khan Academy Info Session,2024-12-17T19:16:33Z,9610,104,11,Education
1046,How Khan Academy elevates potential (your stories),2024-12-16T05:00:02Z,5498,97,7,Education
1047,Khanmigo Lesson Hooks with Mrs. Higgason!,2024-12-13T17:22:43Z,3942,114,2,Education
1048,Debugging with test cases | Intro to CS - Python | Khan Academy,2024-11-26T06:00:56Z,12548,145,6,Education
1049,Free Financial Literacy Course: State Standards-Based Resources for Teachers!,2024-11-20T14:53:23Z,3229,117,8,Education
1050,"Come Join Me In Linus Town USA - WAN Show March 14, 2025",2025-03-15T05:22:22Z,105604,2885,268,Science & Technology
1051,"I lose my 16,000,000 subs. Now what?",2025-03-14T17:29:50Z,177550,8306,133,Science & Technology
1052,Is my 3D printing setup wrong?,2025-03-13T17:00:34Z,994007,36048,2465,Science & Technology
1053,You’re Probably Wasting Money on Gaming Mice,2025-03-11T17:01:01Z,972855,33964,3549,Science & Technology
1054,This GPU scam is Almost Impossible to Detect,2025-03-10T18:52:32Z,1779113,60006,3510,Science & Technology
1055,I bought a PC from Walmart… Again,2025-03-08T16:00:46Z,1417373,48187,1987,Science & Technology
1056,"Lies, Damned Lies, And Then MSRP - WAN Show March 7, 2025",2025-03-08T03:17:41Z,457608,9404,1037,Science & Technology
1057,Can You Identify the Imposter?,2025-03-07T19:39:00Z,1333269,38688,576,Science & Technology
1058,I Bought a Mac at the WRONG Time - Apple Air Event,2025-03-06T22:01:25Z,1629414,44652,2195,Science & Technology
1059,"AMD, I Could Kiss You - 9070 and 9070 XT Review",2025-03-05T14:00:48Z,2461599,94314,7049,Science & Technology
1060,This is a 4090 Killer… and I’m a Liar - RTX 5070 Review,2025-03-04T14:00:00Z,2071733,70747,4909,Science & Technology
1061,Remaking Our Most Hated Video - Pizza Warming PC V2,2025-03-02T18:07:34Z,1164758,56202,2050,Science & Technology
1062,"My Mac Transition Is Not Going Well - WAN Show February 28, 2025",2025-03-01T06:05:02Z,676561,11735,1728,Science & Technology
1063,AMD Out Here Saving Gaming - RX 9070 and 9070 XT Announcement,2025-02-28T14:07:11Z,1926890,73526,4827,Science & Technology
1064,How to Build the Ultimate $69 Gaming PC!,2025-02-27T18:42:07Z,1475996,57599,3346,Science & Technology
1065,My Framework Investment Should NOT Have Worked Out,2025-02-25T19:14:20Z,1924188,79307,5460,Science & Technology
1066,PC Guy Shops for a MacBook,2025-02-23T17:09:42Z,2069524,65646,4038,Science & Technology
1067,Should We Cancel Our 5090 Pre-orders? - 4K Gaming Test,2025-02-22T18:13:33Z,1431590,44958,4856,Science & Technology
1068,"HP Nerfs Their Tech Support ON PURPOSE - WAN Show February 21, 2025",2025-02-22T04:57:01Z,465695,8456,1000,Science & Technology
1069,Linus' Greatest Tech Mistake...,2025-02-21T18:00:55Z,292782,13542,336,Science & Technology
1070,The iPhone 16e Shows why Apple Bought Part of Intel,2025-02-20T13:21:39Z,1621344,49481,3902,Science & Technology
1071,Nvidia Didn’t Want to Make the RTX 5070 Ti - Full Review,2025-02-19T14:00:11Z,1292712,42445,3570,Science & Technology
1072,We Bought MOVIES on VINYL RECORDS and They’re AMAZING - SelectaVision CED VideoDisc,2025-02-17T18:00:41Z,1699189,54718,2750,Science & Technology
1073,8K Gaming is NEVER Happening - RTX 5090 Demo,2025-02-15T18:11:59Z,2799716,79583,6380,Science & Technology
1074,"Cables Aren’t Supposed To Melt, Right? - WAN Show February 14, 2025",2025-02-15T04:04:40Z,515202,10285,1178,Science & Technology
1075,I hate AI.,2025-02-14T18:00:43Z,788737,48878,1109,Science & Technology
1076,Our New $4500 Workstation PCs for Editing,2025-02-13T22:05:41Z,629222,13126,729,Science & Technology
1077,Reacting to INSANE Chinese Gaming Setups,2025-02-12T18:20:26Z,1144796,44559,1802,Science & Technology
1078,17 Minutes of LTT Complaining About Computers,2025-02-11T19:01:44Z,1221199,60469,4452,Science & Technology
1079,I Made a Personal VPN to Access EVERYTHING… and You Can Too!,2025-02-09T18:22:08Z,1091928,44598,1764,Science & Technology
1080,I Forced 3 iPhone users to Switch to Android - 30 Day Android Challenge Pt.1,2025-02-08T17:56:38Z,3030363,109869,8967,Science & Technology
1081,"My Business Is In Danger - WAN Show February 7, 2025",2025-02-08T05:48:46Z,728723,12596,1700,Science & Technology
1082,I Painted his House to Fix his WiFi,2025-02-05T18:02:22Z,2091100,64269,3622,Science & Technology
1083,The ULTIMATE Sleeper Gaming TV,2025-02-04T18:18:17Z,2002347,127263,3993,Science & Technology
1084,The $300 GAMING PC Challenge - The Original Scrapyard Wars COMPLETE,2025-02-03T18:48:20Z,585827,23420,1921,Science & Technology
1085,Find the FAKE PC Gamer,2025-02-01T17:24:19Z,780199,39072,3179,Science & Technology
1086,"Does What We Do Even Matter? - WAN Show January 31, 2025",2025-02-01T03:53:18Z,544580,11637,1596,Science & Technology
1087,I Can’t Put a Positive Spin on the RTX 5080 - Full Review,2025-01-29T14:00:35Z,2429523,64558,5849,Science & Technology
1088,Do LTT Staff Actually Have Good Computers at Home??,2025-01-28T18:09:06Z,1133353,39328,1693,Science & Technology
1089,The Hunt for the BEST Controller (Hall Effect),2025-01-27T18:00:23Z,1788229,56440,5901,Science & Technology
1090,The LTT staff shows off their Latest Tech Purchase,2025-01-25T17:54:37Z,1126835,42877,2203,Science & Technology
1091,"I Just Wanna Do Tech Tips - WAN Show January 24, 2025",2025-01-25T05:28:09Z,738731,18971,4802,Science & Technology
1092,Ask me Anything!,2025-01-24T21:11:50Z,150182,6733,1869,Science & Technology
1093,The RTX 5090 - Our Biggest Review Ever,2025-01-23T14:00:05Z,3204818,101343,9018,Science & Technology
1094,The Latest Celebrity Tech Scam…,2025-01-21T18:10:33Z,2868165,104685,8872,Science & Technology
1095,EVERY AMD Ultimate Tech Upgrade! 2024 Edition!,2025-01-19T17:52:38Z,254007,8386,588,Science & Technology
1096,I Hate Nintendo and I’m Buying a Switch 2 IMMEDIATELY,2025-01-18T08:35:23Z,4514222,120737,7918,Science & Technology
1097,Color Changing Tech Glasses,2025-01-18T05:20:00Z,740857,29927,681,Science & Technology
1098,"Breaking My Silence - WAN Show January 17, 2025",2025-01-18T04:55:53Z,1065999,30245,4901,Science & Technology
1099,Playing what you want on Arc - Battlemage Edition,2025-01-16T23:11:40Z,641250,10155,472,Science & Technology
