Title,Published_date,Views,Likes,Comments,Category,category
What does Machiavellian mean?,2024-12-12T17:00:40Z,94944,4967,188,Education,Education
How Do Religious Texts Work?: Crash Course Religions #14,2024-12-10T17:00:16Z,127738,6523,81,Education,Education
What Are the Rules of War? Just War Theory,2024-12-05T17:00:33Z,77570,3509,169,Education,Education
Is Atheism a Religion?: Crash Course Religions #13,2024-12-03T17:00:18Z,179103,9967,45,Education,Education
"Confucianism, Buddhism, and Daoism: Chinese Popular Religion",2024-11-26T17:00:11Z,163459,7711,66,Education,Education
"Identity politics: the good, the bad, and the… hotly contested",2024-11-21T17:00:18Z,73529,3183,74,Education,Education
Religions of the African Diaspora: Crash Course Religions #11,2024-11-19T17:00:42Z,149064,7789,92,Education,Education
What Does Liberalism Mean?,2024-11-14T17:00:40Z,88781,4212,73,Education,Education
The History and Practice of Islam on Earth and Beyond: Crash Course Religions #10,2024-11-12T17:01:02Z,214807,11107,0,Education,Education
"Where Did Democracy Come From, and Does It Still Work?",2024-11-07T17:00:58Z,100182,5355,26,Education,Education
"Sacrifice, Redemption, and Miracles: The Story of Christianity: Crash Course Religions #9",2024-11-05T17:01:04Z,210018,8961,87,Education,Education
Crash Course Political Theory Preview,2024-10-31T16:00:23Z,82093,4561,129,Education,Education
What Does it Mean to Be Jewish: Crash Course Religions #8,2024-10-29T16:00:40Z,254238,10486,0,Education,Education
Can a River Be A Person? | Indigenous Traditions: Crash Course Religions #7,2024-10-22T16:00:09Z,123106,6761,57,Education,Education
"Life, the Universe, and the Buddha: Crash Course Religions #6",2024-10-15T16:00:40Z,222074,10269,158,Education,Education
The Infinite Stories of Hinduism: Crash Course Religions #5,2024-10-08T16:00:40Z,237434,10953,0,Education,Education
What’s the Difference Between Religion and Magic? | Crash Course Religions #4,2024-10-01T16:00:07Z,205724,11644,74,Education,Education
What is the Future of Art?,2024-09-26T16:00:42Z,47601,2412,98,Education,Education
What's the Difference Between Cults and Religion?: Crash Course Religions #3,2024-09-24T16:00:05Z,370580,20165,455,Education,Education
"The Importance of Preserving, Restoring, & Conserving Art",2024-09-19T16:00:52Z,60188,2817,53,Education,Education
How Many Religions Are There?: Crash Course Religions #2,2024-09-17T16:00:25Z,221335,11659,140,Education,Education
Does Defacing Art = Activism?,2024-09-12T16:00:26Z,50928,2629,21,Education,Education
How It All Ends | Crash Course Pods: The Universe #11,2024-09-11T15:01:12Z,50784,1691,228,Education,Education
What Even IS a Religion?: Crash Course Religions #1,2024-09-10T16:00:05Z,250167,15492,310,Education,Education
Why Is Art So Expensive?,2024-09-05T16:00:12Z,52695,2257,44,Education,Education
Making of Crash Course: Live Sound Design with the Team! #Learnathon2024,2024-09-04T18:05:03Z,16844,295,3,Education,Education
Crash Course Religions Preview,2024-09-03T16:00:26Z,241972,18444,812,Education,Education
Is AI-Generated Art Original? (Authenticity & Originality),2024-08-29T16:00:24Z,62132,2831,104,Education,Education
The Future | Crash Course Pods: The Universe #10,2024-08-28T17:30:01Z,41348,1360,109,Education,Education
"Graffiti, Street Art & Murals: What We Learn from Public Art",2024-08-22T16:01:04Z,55123,2262,43,Education,Education
"Best Mobiles Under ₹10,000 || March 2025 ||",2025-03-15T15:30:16Z,91013,7930,416,Science & Technology,Science & Technology
IOS 18.4 🍎🍎🍏🍏 Useful Features I in Telugu ||,2025-03-15T10:40:56Z,99414,11241,81,Science & Technology,Science & Technology
"Tech News 1926 || OnePlus 13 Mini, Samsung Gaming XR Headset, POCO F7 Series, Starlink India Etc..",2025-03-14T14:34:06Z,147217,11298,443,Science & Technology,Science & Technology
"Tech News 1925 || Vivo X200 Ultra in India, Moto Edge 60 Fusion, Airpods Pro 3 Launch, OPPO F29 Etc",2025-03-13T14:41:06Z,147507,10869,412,Science & Technology,Science & Technology
ఇలాంటి వెదవలు ఎక్కువై పోతున్నారు || #prasadtechintelugu #betting Cricket Betting Scams,2025-03-13T10:43:15Z,675671,76248,290,Science & Technology,Science & Technology
"Tech News 1924 || Xiaomi 15 Series , Airtel  X JIO X Starlink Satellite internet, Moto Edge 60  Etc.",2025-03-12T14:40:05Z,164234,11686,410,Science & Technology,Science & Technology
తక్కువలో  IPL చూడండి 🏏|| JioHotstar2025 subscription at lowest price..#IPL2025 #JioHotstar #JioPlans,2025-03-12T11:22:47Z,540395,55806,2147,Science & Technology,Science & Technology
iQOO Neo 10R Unboxing & initial Impressions || Best Gaming Phone Under 25k ? ||,2025-03-11T11:30:13Z,299409,20921,697,Science & Technology,Science & Technology
"Tech News 1923 || POCO F7 Pro in India,Realme P3 Series Launch,Instagram Community Chat,Youtube.Etc.",2025-03-10T15:03:02Z,184703,12541,516,Science & Technology,Science & Technology
DSLR Camera & Charger అవసరం లేదు || MWC 2025 Highlights || Prasad Tech In Telugu ||,2025-03-08T14:46:18Z,156903,10394,273,Science & Technology,Science & Technology
"Tech News 1922 || Google Pixel 9a Launch, iPhone 17 Air leaks ,Realme P3 Ultra, JioHotstar .Etc..",2025-03-07T15:04:55Z,182928,12246,496,Science & Technology,Science & Technology
Reels ఇలా కూడా చూడొచ్చా 🫣😂 ? #reels #instagram #instareels #trending  #prasadtechintelugu,2025-03-07T11:14:47Z,498151,58587,259,Science & Technology,Science & Technology
"Tech News 1921 || Macbook Air M4 & Mac Studio's Launched, Galaxy Book 5 series & Z Flip 7 Etc",2025-03-06T14:41:54Z,166767,10871,377,Science & Technology,Science & Technology
"Tech News 1920 || iPad Air M3 & iPad A16 Launched, Galaxy S25 Edge, OnePlus 13&13R Updates Etc..",2025-03-05T14:45:01Z,179314,12193,470,Science & Technology,Science & Technology
"ఫైనల్కెళ్తున్నాం ,కప్పు🏆 కోడుతున్నాం😉||Compare grocery prices😁#Swiggyinstamart  #BigBasket#trending",2025-03-05T10:43:22Z,728337,73361,171,Science & Technology,Science & Technology
Nothing Phone 3a Pro & 3a Unboxing & Initial Impressions || ft. Nothing Phone 3a Series || in Telugu,2025-03-04T10:30:31Z,546412,28156,1025,Science & Technology,Science & Technology
Samsung Galaxy A56 Unboxing & initial impressions || in Telugu ||,2025-03-03T16:43:03Z,220831,12261,386,Science & Technology,Science & Technology
"Tech News 1919 || Xiaomi 15 Series launch,Moto Edge 60 Fusion & Edge 60 Pro,Macbook air M4.Etc..",2025-03-03T14:45:04Z,162909,12201,383,Science & Technology,Science & Technology
Lenovo Yoga Slim 7i Aura Edition Unboxing & Initial Impressions || in Telugu ||,2025-03-01T14:50:41Z,80113,5435,213,Science & Technology,Science & Technology
iPhone 16e Unboxing & initial impressions || Prasad Tech in Telugu ||,2025-03-01T02:30:22Z,589274,23092,482,Science & Technology,Science & Technology
"Tech News 1918 || Apple Upcoming Launches,Z Flip 7,Infinix Trifold,Airtel SA 5G,POCO F7 Launch.Etc..",2025-02-28T14:45:02Z,209145,13862,379,Science & Technology,Science & Technology
iPhone ని Telugu భాష లో వాడండి ||#prasadtechintelugu #iphone #18.4update #trending #viralshorts,2025-02-28T10:31:17Z,226099,22010,133,Science & Technology,Science & Technology
Upcoming Mobiles in March 2025 || in Telugu,2025-02-27T14:30:43Z,247540,14232,697,Science & Technology,Science & Technology
"Tech News 1917 || Samsung Tri Fold,CMF Phone 2,Airtel IPTV Service,Digital Mahakumbh.Etc..",2025-02-26T14:45:00Z,178856,12040,388,Science & Technology,Science & Technology
"Tech News 1916  || Realme Ultra DSLR Phone, Pixel 9a , Nothing Phone 3, Champions Trophy Etc.",2025-02-25T14:47:51Z,137662,11427,395,Science & Technology,Science & Technology
AI యుద్ధం || Samsung Galaxy AI VS Apple Intelligence || Prasad tech in telugu ||,2025-02-25T09:23:57Z,157015,9158,368,Science & Technology,Science & Technology
"Tech News 1915 || Samsung S25 Edge, iPhone 15 Pro Visual Intelligence, Deepfake, Flying Cars.Etc.",2025-02-24T14:45:00Z,236949,14195,386,Science & Technology,Science & Technology
Macbook Pro M4 Chip review || in Telugu || Prasadtechintelugu,2025-02-22T14:25:00Z,107910,6271,259,Science & Technology,Science & Technology
పోతారు - మొత్తం పోతారు ||  Instagram Reel Sharing New Trick 🫣 || #prasadtechintelugu  #trending,2025-02-22T10:22:08Z,328452,36649,113,Science & Technology,Science & Technology
"Tech News 1914 || Oppo Find N5 Launched, iPhone 16e, One UI 7, Muse AI, Google Pay Charges Etc..",2025-02-21T14:48:39Z,179079,12015,403,Science & Technology,Science & Technology
"Tech News 1913 || iPhone 16e Launched, Free Grok 3,Circle to search in iPhone, Free Fire VS PUBG Etc",2025-02-20T15:52:51Z,159900,12950,396,Science & Technology,Science & Technology
"Tech News 1912 || Nothing Phone 3a, Grok AI 3, Samsung Log Feature, JioTele OS, Mahakubh Scam .Etc..",2025-02-19T15:38:18Z,178677,12147,374,Science & Technology,Science & Technology
"Tech News 1911 || Moto Razr 60,OnePlus 13 Mini,Apple Humanoid Robo,Tesla Hiring,Nothing Phone 3a.Etc",2025-02-18T14:52:18Z,172891,12145,379,Science & Technology,Science & Technology
మనిష  పశువా 👀 ||  Zomato New Order Schedule Feature || #prasadtechintelugu,2025-02-18T11:20:38Z,463765,60074,107,Science & Technology,Science & Technology
realme P3 Pro Unboxing & Impressions || Quad Curve Display 🔥|| 90FPS Gaming ⚡️,2025-02-18T06:50:48Z,253607,13919,358,Science & Technology,Science & Technology
"Tech News 1910 || Xiaomi 15 Series Launch Date, OnePlus Magic Cube Key, BSNL 5G, JioHotstar IPL, Etc",2025-02-17T13:44:00Z,193395,12872,407,Science & Technology,Science & Technology
vivo V50 Unboxing & Initial Impressions || in Telugu,2025-02-17T07:18:49Z,341321,17633,506,Science & Technology,Science & Technology
Best Mobiles Under 25K in Telugu  || Feb 2025 ||,2025-02-15T14:40:03Z,334909,19007,744,Science & Technology,Science & Technology
ఆత్రంగా తినకండి🥵#Trending #ViralFood #Food #Foodshort#prasadtechintelugu #viralshorts,2025-02-15T11:29:50Z,298929,31453,129,Science & Technology,Science & Technology
"Tech News 1909 || iPhone 16E launch Date, Nothing Phone 3a, JioHotstar Merger, One UI 7 Update Etc..",2025-02-14T14:55:02Z,223898,13159,487,Science & Technology,Science & Technology
AI లో లోపాలు || #AI #modi #chatgpt #gemini #grok #metaai #prasadtechtelugu,2025-02-14T10:20:46Z,1130204,96731,551,Science & Technology,Science & Technology
"Tech News 1908 || Samsung Galaxy S25 Edge, Realme Neo7 & 7T, Apple TV on Android, JioHotstar Etc",2025-02-13T15:02:35Z,145298,10979,321,Science & Technology,Science & Technology
Greenline Prank 🤫 || #prasadtechintelugu #prasadtechshorts #greenline #prank #techshorts,2025-02-13T10:49:26Z,1180259,116253,184,Science & Technology,Science & Technology
"Tech News 1907 || Google I/O 2025 Dates, iPhone SE 4, Macbook air M4 launch,Apple Watch,BirdFlu Etc.",2025-02-12T15:00:14Z,248542,14316,396,Science & Technology,Science & Technology
"Tech News 1906 || Moto Razr Ultra 2025, OPPO Find N5, OnePlus Watch 3, Galaxy Watch 8 Classic Etc..",2025-02-11T14:49:08Z,151241,10816,501,Science & Technology,Science & Technology
"Tech News 1905 || OPPO Find N5 Launch, Moto Razr Ultra, Apple WWDC 2025,  Marriage & CIBIL Etc.",2025-02-10T15:08:38Z,136282,10490,369,Science & Technology,Science & Technology
ఉద్యోగస్తుల ప్రథమ లక్ష్యం || solution for Hyderabad Traffic 🚦 || #prasadtechtelugu #techshorts,2025-02-10T10:48:21Z,360380,43442,69,Science & Technology,Science & Technology
Oneplus 13 VS iQOO 13 || Prasad Tech in Telugu ||,2025-02-08T14:21:34Z,221943,12401,571,Science & Technology,Science & Technology
"Tech News 1904 || iPhone 16E launch, vivo V50, iQOO 12 updates, Zomato & Eternal Etc.",2025-02-07T15:11:54Z,190360,13453,463,Science & Technology,Science & Technology
"Tech News 1903 || OPPO Find N5 Launch, OnePlus 13 Mini, Flipkart Promise Protect Fee, Fastag Etc..",2025-02-06T15:04:06Z,177936,11167,342,Science & Technology,Science & Technology
Tornado aftermath amid severe weather outbreak,2025-03-16T05:11:29Z,7036,246,28,News & Politics,News & Politics
Remarkable drone mission to find a lost puppy,2025-03-16T05:00:02Z,2615,107,13,News & Politics,News & Politics
Trump signs funding bill,2025-03-16T02:30:02Z,10639,91,69,News & Politics,News & Politics
Russian troops advance in Kursk,2025-03-16T02:00:41Z,42714,476,336,News & Politics,News & Politics
Major tornado outbreak across the South,2025-03-16T01:40:40Z,144467,1445,560,News & Politics,News & Politics
"ABC World News Tonight with David Muir Full Broadcast - March 15, 2025",2025-03-16T01:00:31Z,730485,8051,1396,News & Politics,News & Politics
Trump orders attacks against Houthis in Yemen,2025-03-15T21:52:30Z,263466,2367,2743,News & Politics,News & Politics
Mayor of Oklahoma town on devastation left by wildfires,2025-03-15T20:59:34Z,11484,166,113,News & Politics,News & Politics
LIVE WEATHER MAP: Tracking severe weather outbreak,2025-03-15T20:34:59Z,66645,286,9,News & Politics,News & Politics
"Good Morning America Full Broadcast — Saturday, March 15, 2025",2025-03-15T17:35:12Z,57711,451,76,News & Politics,News & Politics
Severe storms hit the Midwest and the South,2025-03-15T17:14:32Z,8303,269,10,News & Politics,News & Politics
Strong Dollar drives American travelers abroad,2025-03-15T17:00:33Z,2426,32,21,News & Politics,News & Politics
Measles cases grow as RFK Jr. makes controversial claims about treatment,2025-03-15T15:09:41Z,6213,105,115,News & Politics,News & Politics
SpaceX launches mission to get NASA astronauts back on earth,2025-03-15T14:10:04Z,36225,236,299,News & Politics,News & Politics
Over 60 Million Americans on alert for severe weather,2025-03-15T14:07:36Z,201880,1840,804,News & Politics,News & Politics
Doctors reflect on frontlines of COVID-19 pandemic 5 years later,2025-03-15T12:55:09Z,2002,39,43,News & Politics,News & Politics
Chilling 911 call in the Idaho college murders,2025-03-15T12:06:28Z,83436,1156,503,News & Politics,News & Politics
"Nightline Full Broadcast — Friday, March 14, 2025",2025-03-15T10:33:16Z,5225,215,46,News & Politics,News & Politics
"LIVE: ABC News Live - Friday, March 14",2025-03-15T03:58:13Z,95745,783,0,News & Politics,News & Politics
Space expert on the SpaceX launch of 4 astronauts to the ISS,2025-03-15T03:45:02Z,10453,48,21,News & Politics,News & Politics
"ABC News Live Prime: Friday, March 14, 2025",2025-03-15T03:06:48Z,20584,171,15,News & Politics,News & Politics
SpaceX mission launches to ISS to bring astronauts back to Earth,2025-03-15T03:06:16Z,21497,824,101,News & Politics,News & Politics
Underground hospital treats wounded Ukrainian soldiers: Exclusive,2025-03-15T02:45:03Z,2229,49,37,News & Politics,News & Politics
"ABC World News Tonight with David Muir Full Broadcast - March 14, 2025",2025-03-15T02:30:25Z,698596,7472,1261,News & Politics,News & Politics
Trump slams prosecutions in Justice Department visit,2025-03-15T02:15:02Z,28608,234,264,News & Politics,News & Politics
American Airlines flight catches fire at Denver airport,2025-03-15T02:00:19Z,16982,154,100,News & Politics,News & Politics
"Cross-country storm brings tornado threats, fire conditions to multiple states",2025-03-15T01:45:03Z,100540,1031,391,News & Politics,News & Politics
LIVE: NASA launches SpaceX Crew-10 mission to bring home astronauts on ISS,2025-03-14T23:41:25Z,105233,1001,101,News & Politics,News & Politics
"California Democratic representative on spending bill, economy",2025-03-14T23:30:00Z,1674,27,15,News & Politics,News & Politics
Attorneys for Mahmoud Khalil release video of arrest,2025-03-14T23:15:04Z,25574,339,701,News & Politics,News & Politics
ABC News obtains 911 call in Idaho college killings,2025-03-14T22:33:15Z,34500,337,229,News & Politics,News & Politics
Texas dust storm topples trucks,2025-03-14T22:04:16Z,18877,611,44,News & Politics,News & Politics
Stocks rebound as tariffs weigh on Wall Street,2025-03-14T21:30:09Z,3338,55,30,News & Politics,News & Politics
Sean 'Diddy' Combs pleads not guilty to superseding indictment,2025-03-14T21:15:02Z,8942,91,46,News & Politics,News & Politics
LIVE: Pres. Trump delivers remarks at Department of Justice,2025-03-14T20:53:44Z,66474,792,368,News & Politics,News & Politics
"Trump, at Justice Department, decries 'weaponization' after prosecutions dismissed",2025-03-14T20:44:40Z,12349,166,174,News & Politics,News & Politics
Canada's new PM Mark Carney delivers 1st remarks,2025-03-14T19:43:20Z,11488,162,195,News & Politics,News & Politics
'We have a long way to go': educator on pandemic impact on students,2025-03-14T19:07:17Z,766,12,4,News & Politics,News & Politics
"LIVE: Senate confirmation hearing for Dr. Oz, Trump's nominee to lead Medicaid and Medicare",2025-03-14T17:38:20Z,28227,252,65,News & Politics,News & Politics
"Wendy Williams talks guardianship, gives health update on 'The View'",2025-03-14T16:54:47Z,20118,277,106,News & Politics,News & Politics
"Good Morning America Full Broadcast — Friday, March 14, 2025",2025-03-14T16:25:09Z,98702,572,88,News & Politics,News & Politics
Dr. Mehmet Oz delivers opening remarks at confirmation hearing,2025-03-14T15:24:57Z,6102,77,54,News & Politics,News & Politics
House Dems break with Schumer over vote to avoid government shutdown,2025-03-14T15:22:42Z,118854,2226,1148,News & Politics,News & Politics
Man who last saw missing student Sudiksha Konanki thought she took 'her things and left',2025-03-14T15:17:16Z,53015,299,281,News & Politics,News & Politics
Hamas says it will release American hostage Edan Alexander,2025-03-14T13:46:23Z,5159,54,35,News & Politics,News & Politics
"North Carolina town hall erupts in boos as congressman escorted from building, angry constituents",2025-03-14T13:21:49Z,120132,2011,1900,News & Politics,News & Politics
Millions on alert as massive storm moves east,2025-03-14T12:30:49Z,33337,222,44,News & Politics,News & Politics
Stocks plunge as Trump ramps up tariff threats,2025-03-14T12:17:23Z,112848,1046,1377,News & Politics,News & Politics
Megachurch founder indicted in child sex abuse case,2025-03-14T11:00:32Z,8373,122,176,News & Politics,News & Politics
"Nightline Full Broadcast -- Thursday, March 13",2025-03-14T10:01:09Z,763,16,2,News & Politics,News & Politics
The greenest pasta you’ve ever seen!,2025-03-12T13:22:04Z,108442,7046,91,People & Blogs,Lifestyle & Family
How to REALLY chop an onion,2025-02-28T13:48:49Z,345741,17759,71,People & Blogs,Lifestyle & Family
The secret to making tofu irresistible,2025-02-21T14:54:07Z,320450,18146,128,People & Blogs,Lifestyle & Family
"The truth about ""the perfect partner”",2025-02-12T15:35:28Z,433838,28311,217,People & Blogs,Lifestyle & Family
Flakey pastry you MUST try (just 7 ingredients!) 🤤,2025-01-31T13:41:07Z,135863,6674,62,People & Blogs,Lifestyle & Family
The BEST fudgiest brownies (egg-free + dairy-free!),2024-12-08T16:24:24Z,169195,9021,252,People & Blogs,Lifestyle & Family
One-pot WEEKNIGHT meals | batch-friendly!,2024-11-24T16:06:59Z,431886,16461,266,People & Blogs,Lifestyle & Family
The most popular Persian soup (high protein!),2024-11-19T17:40:53Z,593606,29808,299,People & Blogs,Lifestyle & Family
Skip the café — make this at home! ☕️💫,2024-11-07T16:22:26Z,284355,15820,104,People & Blogs,Lifestyle & Family
The best way to use up leftover rice 🍚,2024-10-20T15:33:03Z,1843655,59643,470,People & Blogs,Lifestyle & Family
"The BEST Bakery-Style Chocolate Chip Cookies (egg-free, dairy-free!) 🍪",2024-10-10T15:18:01Z,379058,15433,471,People & Blogs,Lifestyle & Family
MEAL PREP | 10 healthy meals in 1 HOUR (+ PDF guide),2024-09-26T15:16:23Z,1049732,37949,882,People & Blogs,Lifestyle & Family
10 life lessons (for a healthy mind + body) ✨,2024-09-08T15:19:08Z,564111,31194,1092,People & Blogs,Lifestyle & Family
the weirdest coffee combo… that works! 😎,2024-08-30T13:10:31Z,419728,20350,142,People & Blogs,Lifestyle & Family
the ultimate CURRY NOODLE SOUP (ft.@RainbowPlantLife),2024-08-18T15:00:06Z,237038,11261,498,People & Blogs,Lifestyle & Family
This mindset helped me more than once 💭,2024-08-06T14:27:57Z,2019609,108924,665,People & Blogs,Lifestyle & Family
HIGH PROTEIN MEALS | 30g+ protein meals for 30 days!,2024-08-04T15:39:18Z,591544,23926,513,People & Blogs,Lifestyle & Family
POTATO SALADS - 3 ways!,2024-06-23T16:09:47Z,363380,19228,337,People & Blogs,Lifestyle & Family
the BEST meals 🤤,2024-05-19T15:11:50Z,447747,23559,154,People & Blogs,Lifestyle & Family
How to enjoy chopping veggies 🔪🥕,2024-05-01T18:31:07Z,1418963,63625,434,People & Blogs,Lifestyle & Family
Why THIS is my favourite cuisine 💛,2024-04-24T15:25:34Z,4823516,196102,1676,People & Blogs,Lifestyle & Family
ONE SIMPLE HABIT to improve any relationship ❤️,2024-04-16T15:49:26Z,588787,32664,819,People & Blogs,Lifestyle & Family
Your new FAVORITE salad,2024-04-09T14:30:29Z,961204,67783,355,People & Blogs,Lifestyle & Family
PASTA perfect for weeknight dinner (plant-based) 🍝,2024-03-28T15:44:35Z,221837,9677,221,People & Blogs,Lifestyle & Family
"7-ingredient meals (minimal ingredients, MAX flavor) 7️⃣ 🎉",2024-03-10T16:06:32Z,275840,13500,364,People & Blogs,Lifestyle & Family
"Level-up your LUNCH (plant-based, make-ahead, to-go) 🌟",2024-02-25T15:37:47Z,387605,15929,304,People & Blogs,Lifestyle & Family
A day in the life (on our road trip adventure!) 🚐🦘,2024-02-11T16:48:04Z,253277,12752,594,People & Blogs,Lifestyle & Family
High protein anti-inflammatory noodle soup (aush reshteh) 👩🏻‍🍳,2024-01-28T16:36:51Z,915909,35747,823,People & Blogs,Lifestyle & Family
"ONE-POT meals (plant-based, easy, cozy)",2024-01-14T17:06:10Z,484300,19380,467,People & Blogs,Lifestyle & Family
Easy NO-BAKE treats (perfect for the holidays) 🎄,2023-12-10T17:11:51Z,316356,16075,329,People & Blogs,Lifestyle & Family
Full day of easy home-cooked meals 🎉,2023-11-30T17:01:27Z,575601,20294,6656,People & Blogs,Lifestyle & Family
Micro habits that improved my life ✨,2023-11-12T16:07:12Z,1043426,39486,755,People & Blogs,Lifestyle & Family
The BEST cucumber salad 🥒,2023-10-29T16:31:28Z,2082691,95056,555,People & Blogs,Lifestyle & Family
Become better at talking to people 🗣️,2023-09-28T14:28:05Z,1289839,69684,992,People & Blogs,Lifestyle & Family
If I could make only 1 noodle dish for the rest of my life… 🥢,2023-09-10T14:36:06Z,820887,40241,694,People & Blogs,Lifestyle & Family
Easy STUDENT recipes (MEAL PREP friendly!) 🍱,2023-08-27T15:27:05Z,756134,31107,377,People & Blogs,Lifestyle & Family
"A WEEK IN MY LIFE | cooking, cleaning, and computer disaster 🫣",2023-08-06T13:57:34Z,371521,11631,502,People & Blogs,Lifestyle & Family
SLEEP BETTER with these evening snacks 😴,2023-07-18T14:35:11Z,941862,38290,592,People & Blogs,Lifestyle & Family
Plant-based MEAL PLANNING | Nourish Method tutorial 🌈,2023-07-01T16:00:42Z,255440,13155,1288,People & Blogs,Lifestyle & Family
A full day of easy at-home meals 🍜,2023-06-25T15:48:38Z,615590,22656,5725,People & Blogs,Lifestyle & Family
"DAYS IN THE LIFE | home alone, it's just you and me 😉",2023-06-06T15:31:24Z,552111,22331,1126,People & Blogs,Lifestyle & Family
15-minute meals when you don’t feel like cooking (8 ingredients or less!),2023-05-21T15:00:32Z,662795,31726,441,People & Blogs,Lifestyle & Family
How to find meaning (in an fast-changing world 🤖),2023-05-04T14:51:47Z,188529,9842,497,People & Blogs,Lifestyle & Family
PANCAKES from around the world (eggless & dairy-free!) 🌎,2023-04-15T14:25:42Z,266913,13184,594,People & Blogs,Lifestyle & Family
Master SPICES & HERBS (antioxidant powerhouses!) 🌶️🌿,2023-03-30T14:41:39Z,232161,12585,356,People & Blogs,Lifestyle & Family
The biggest barrier to happiness + success 🫠,2023-03-07T17:07:15Z,470560,22404,606,People & Blogs,Lifestyle & Family
3 weeknight DINNER ideas (plant-based!)💡,2023-02-23T16:21:17Z,484295,21043,341,People & Blogs,Lifestyle & Family
3 easy BREAKFASTS to keep on REPEAT! ♻️,2023-02-09T15:27:28Z,607072,26046,650,People & Blogs,Lifestyle & Family
Life is short (how to spend it wisely) ⏱,2023-01-24T15:02:53Z,1651194,58375,1463,People & Blogs,Lifestyle & Family
The ROUTINE that makes me happy & effective ✔️,2023-01-12T17:00:06Z,759475,33369,567,People & Blogs,Lifestyle & Family
